STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TIME_HORIZ,Time horizon,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2002,,24.935,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2003,,24.83,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2004,,25.281,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2005,,26.263,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2006,,27.053,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2007,,27.719,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2008,,28.084,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2009,,28.537,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2010,,28.75,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2011,,28.578,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2012,,29.054,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2013,,29.427,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2014,,29.77,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2015,,29.891,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2016,,29.904,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2017,,30.074,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2018,,30.377,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2019,,30.721,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2020,,31.151,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2021,,31.575,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2022,,31.914,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2023,,32.357,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUT,Austria,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2024,,33.054,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,1992,,25.386,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,1993,,25.678,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,1994,,26.01,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,1995,,26.463,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,1996,,26.953,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,1997,,27.386,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,1998,,27.732,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,1999,,27.984,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2000,,28.177,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2001,,28.317,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2002,,28.433,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2003,,28.583,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2004,,28.775,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2005,,28.854,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2006,,28.707,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2007,,28.511,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2008,,28.466,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2009,,28.56,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2010,,28.651,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2011,,28.914,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2012,,29.367,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2013,,29.813,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2014,,30.299,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2015,,30.749,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2016,,31.163,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2017,,31.611,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2018,,32.072,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2019,,32.554,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2020,,32.976,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2021,,33.403,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2022,,33.854,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2023,,34.335,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,BEL,Belgium,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2024,,34.943,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,1992,,19.046,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,1993,,19.279,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,1994,,19.461,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,1995,,19.655,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,1996,,19.846,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,1997,,20.028,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,1998,,20.218,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,1999,,20.328,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2000,,20.426,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2001,,20.498,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2002,,20.547,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2003,,20.653,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2004,,20.777,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2005,,20.907,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2006,,21.179,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2007,,21.448,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2008,,21.791,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2009,,22.147,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2010,,22.523,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2011,,23.025,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2012,,23.757,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2013,,24.481,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2014,,25.175,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2015,,25.905,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2016,,26.625,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2017,,27.333,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2018,,27.975,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2019,,28.701,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CAN,Canada,DEPEND_RATIO_OLD,Old age dependency ratio,PT_POP_Y20T64,Percentage of population aged 20-64 years,_T,Total,Y_GE65,65 years or over,H,Historical,2020,,29.556,,A,Normal value,0,Units,1,One
