code,country,demo,year,demo_total
ESP,Spain,Y_GE65,2012,8174391
ESP,Spain,Y15T64,2012,31499118
GBR,United Kingdom,Y_GE65,2012,10831048
GBR,United Kingdom,Y15T64,2012,41682655
ISL,Iceland,Y_GE65,2018,49571
ISL,Iceland,Y15T64,2018,229005
IRL,Ireland,Y15T64,2018,3194039
IRL,Ireland,Y_GE65,2018,676427
ESP,Spain,Y_GE65,2018,8972650
ESP,Spain,Y15T64,2018,30840972
GBR,United Kingdom,Y_GE65,2018,12063793
GBR,United Kingdom,Y15T64,2018,42544168
ISL,Iceland,Y_GE65,2017,47944
ISL,Iceland,Y15T64,2017,222675
IRL,Ireland,Y_GE65,2017,652408
IRL,Ireland,Y15T64,2017,3148131
ESP,Spain,Y15T64,2017,30727303
ESP,Spain,Y_GE65,2017,8840365
GBR,United Kingdom,Y_GE65,2017,11905642
GBR,United Kingdom,Y15T64,2017,42408154
ISL,Iceland,Y_GE65,2019,51267
ISL,Iceland,Y15T64,2019,232882
IRL,Ireland,Y_GE65,2019,701372
IRL,Ireland,Y15T64,2019,3241560
ESP,Spain,Y15T64,2019,31111726
ESP,Spain,Y_GE65,2019,9125804
GBR,United Kingdom,Y_GE65,2019,12258659
GBR,United Kingdom,Y15T64,2019,42701870
AUT,Austria,Y_GE65,2020,1709098
AUT,Austria,Y15T64,2020,5921053
CAN,Canada,Y_GE65,2020,6809521
CAN,Canada,Y15T64,2020,25121768
FRA,France,Y15T64,2020,41717790
FRA,France,Y_GE65,2020,13855360
ISL,Iceland,Y_GE65,2020,53038
ISL,Iceland,Y15T64,2020,234972
IRL,Ireland,Y15T64,2020,3290109
IRL,Ireland,Y_GE65,2020,726115
ESP,Spain,Y_GE65,2020,9243530
ESP,Spain,Y15T64,2020,31327221
GBR,United Kingdom,Y_GE65,2020,12375735
GBR,United Kingdom,Y15T64,2020,42757102
USA,United States,Y15T64,2020,215743025
USA,United States,Y_GE65,2020,54452561
AUT,Austria,Y_GE65,2021,1733697
AUT,Austria,Y15T64,2021,5925136
CAN,Canada,Y_GE65,2021,7045990
CAN,Canada,Y15T64,2021,25104410
FRA,France,Y15T64,2021,41876070
FRA,France,Y_GE65,2021,14086960
ISL,Iceland,Y_GE65,2021,54973
ISL,Iceland,Y15T64,2021,237700
IRL,Ireland,Y_GE65,2021,747449
IRL,Ireland,Y15T64,2021,3319617
ESP,Spain,Y15T64,2021,31320534
ESP,Spain,Y_GE65,2021,9396344
GBR,United Kingdom,Y_GE65,2021,12543689
GBR,United Kingdom,Y15T64,2021,42904270
USA,United States,Y15T64,2021,215541683
USA,United States,Y_GE65,2021,55884746
AUT,Austria,Y_GE65,2022,1767143
AUT,Austria,Y15T64,2022,5980407
CAN,Canada,Y_GE65,2022,7298433
CAN,Canada,Y15T64,2022,25513292
FRA,France,Y15T64,2022,42028294
FRA,France,Y_GE65,2022,14314285
ISL,Iceland,Y_GE65,2022,56901
ISL,Iceland,Y15T64,2022,243515
IRL,Ireland,Y15T64,2022,3388375
IRL,Ireland,Y_GE65,2022,781299
ITA,Italy,Y_GE65,2022,14116349
ITA,Italy,Y15T64,2022,37480370
NLD,Netherlands,Y15T64,2022,11417753
NLD,Netherlands,Y_GE65,2022,3563310
PRT,Portugal,Y_GE65,2022,2486274
PRT,Portugal,Y15T64,2022,6622947
ESP,Spain,Y_GE65,2022,9585758
ESP,Spain,Y15T64,2022,31627745
CHE,Switzerland,Y15T64,2022,5777412
CHE,Switzerland,Y_GE65,2022,1676472
GBR,United Kingdom,Y_GE65,2022,12736274
GBR,United Kingdom,Y15T64,2022,43259738
USA,United States,Y15T64,2022,215730870
USA,United States,Y_GE65,2022,57470184
AUT,Austria,Y_GE65,2024,1840844
AUT,Austria,Y15T64,2024,6017297
BEL,Belgium,Y_GE65,2024,2380994
BEL,Belgium,Y15T64,2024,7505857
CAN,Canada,Y_GE65,2024,7820121
CAN,Canada,Y15T64,2024,27203969
FIN,Finland,Y15T64,2024,3474560
FIN,Finland,Y_GE65,2024,1319092
FRA,France,Y15T64,2024,42198234
FRA,France,Y_GE65,2024,14796813
DEU,Germany,Y15T64,2024,53124946
DEU,Germany,Y_GE65,2024,18841707
ISL,Iceland,Y_GE65,2024,60756
ISL,Iceland,Y15T64,2024,255954
IRL,Ireland,Y15T64,2024,3536767
IRL,Ireland,Y_GE65,2024,833209
ITA,Italy,Y_GE65,2024,14464951
ITA,Italy,Y15T64,2024,37385032
NLD,Netherlands,Y15T64,2024,11571547
NLD,Netherlands,Y_GE65,2024,3716445
NOR,Norway,Y15T64,2024,3617157
NOR,Norway,Y_GE65,2024,1048268
PRT,Portugal,Y_GE65,2024,2590241
PRT,Portugal,Y15T64,2024,6744347
ESP,Spain,Y_GE65,2024,10044937
ESP,Spain,Y15T64,2024,32397281
SWE,Sweden,Y_GE65,2024,2190621
SWE,Sweden,Y15T64,2024,6588063
CHE,Switzerland,Y15T64,2024,5913235
CHE,Switzerland,Y_GE65,2024,1749925
GBR,United Kingdom,Y_GE65,2024,13157644
GBR,United Kingdom,Y15T64,2024,44707312
USA,United States,Y15T64,2024,216521680
USA,United States,Y_GE65,2024,61071834
AUT,Austria,Y_GE65,2023,1800699
AUT,Austria,Y15T64,2023,6011516
BEL,Belgium,Y_GE65,2023,2333738
BEL,Belgium,Y15T64,2023,7472907
CAN,Canada,Y_GE65,2023,7557727
CAN,Canada,Y15T64,2023,26338659
FIN,Finland,Y15T64,2023,3445684
FIN,Finland,Y_GE65,2023,1301938
FRA,France,Y15T64,2023,42118042
FRA,France,Y_GE65,2023,14545272
DEU,Germany,Y15T64,2023,53059521
DEU,Germany,Y_GE65,2023,18599400
ISL,Iceland,Y_GE65,2023,58797
ISL,Iceland,Y15T64,2023,250652
IRL,Ireland,Y_GE65,2023,806296
IRL,Ireland,Y15T64,2023,3463677
ITA,Italy,Y15T64,2023,37450017
ITA,Italy,Y_GE65,2023,14269017
NLD,Netherlands,Y15T64,2023,11517213
NLD,Netherlands,Y_GE65,2023,3639199
NOR,Norway,Y15T64,2023,3582180
NOR,Norway,Y_GE65,2023,1023819
PRT,Portugal,Y_GE65,2023,2537739
PRT,Portugal,Y15T64,2023,6677814
ESP,Spain,Y15T64,2023,32033167
ESP,Spain,Y_GE65,2023,9808031
SWE,Sweden,Y_GE65,2023,2160942
SWE,Sweden,Y15T64,2023,6559351
CHE,Switzerland,Y15T64,2023,5842785
CHE,Switzerland,Y_GE65,2023,1710954
GBR,United Kingdom,Y_GE65,2023,12736274
GBR,United Kingdom,Y15T64,2023,43259738
USA,United States,Y15T64,2023,216168053
USA,United States,Y_GE65,2023,59248361
